,Ссылка,Название,Цена,Рассрочка,Диагональ экрана,Разрешение экрана,Частота обновления экрана,Тип матрицы,Процессор,Видеокарта,Размер оперативной памяти,Тип жесткого диска,Общий объем накопителей
63,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-16iah7-82sa00gurk-temno-seryi-108560543/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 16IAH7 82SA00GURK темно-серый,599 990 ₸,37 960 ₸,16 дюйм,1920x1080 Full HD+,165 Гц,IPS,Intel Core i5 12450H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
64,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx517ze-hn050-90nr0953-m00970-chernyi-108177699/?c=710000000,Ноутбук ASUS TUF Dash F15 FX517ZE-HN050 90NR0953-M00970 черный,634 165 ₸,40 122 ₸,15.6 дюйм,1920x1080,144 Гц,IPS,Intel Core i7 12650H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
65,https://kaspi.kz/shop/p/lenovo-legion-5-15arh7h-82rd006krk-seryi-107131193/?c=710000000,Ноутбук Lenovo Legion 5 15ARH7H 82RD006KRK серый,772 950 ₸,48 902 ₸,16 дюйм,2560x1440 WQHD,165 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1000 ГБ
66,https://kaspi.kz/shop/p/lenovo-thinkbook-15-g2-itl-20ve00rrru-seryi-106413196/?c=710000000,Ноутбук Lenovo ThinkBook 15 G2 ITL 20VE00RRRU серый,749 990 ₸,47 450 ₸,15.6 дюйм,1920x1080,60 Гц,IPS,Intel Core i7 1165G7,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
67,https://kaspi.kz/shop/p/msi-modern-15-b12m-213x-9s7-15h112-213-chernyi-108646212/?c=710000000,Ноутбук MSI Modern 15 B12M-213X 9S7-15H112-213 черный,329 990 ₸,20 878 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i5-1235U,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
68,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15ach6-82k200ltrk-chernyi-102591716/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 15ACH6 82K200LTRK черный,649 604 ₸,41 099 ₸,15.6 дюйм,1920х1080 Full HD,60 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,480 ГБ
69,https://kaspi.kz/shop/p/dell-vostro-5620-210-bdbl-7-seryi-108374416/?c=710000000,Ноутбук DELL Vostro 5620 210-BDBL-7 серый,635 300 ₸,40 194 ₸,16 дюйм,1920x1200 Full HD+,90 Гц,WVA,Intel Core i7 1260P,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
70,https://kaspi.kz/shop/p/hp-victus-15-fa0001ur-6f9c0ea-temno-seryi-107922969/?c=710000000,Ноутбук HP Victus 15-fa0001ur 6F9C0EA темно-серый,549 880 ₸,34 789 ₸,15.6 дюйм,1920x1080,144 Гц,VA,Intel Core i5 12500H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
71,https://kaspi.kz/shop/p/lenovo-legion-5-15imh6-82nl000crk-chernyi-104719613/?c=710000000,Ноутбук Lenovo Legion 5 15IMH6 82NL000CRK черный,644 900 ₸,40 801 ₸,15.6 дюйм,FHD (1920x1080),120 Гц,IPS,Intel Core i5 10500H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
72,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506he-hn142-90nr0704-m03530-chernyi-106615977/?c=710000000,Ноутбук ASUS TUF Gaming F15 FX506HE-HN142 90NR0704-M03530 черный,559 990 ₸,35 429 ₸,15.6 дюйм,1920 x 1080 Full HD,144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
73,https://kaspi.kz/shop/p/lenovo-legion-5-pro-82rg00gurk-seryi-108358558/?c=710000000,Ноутбук Lenovo Legion 5 Pro 82RG00GURK серый,999 990 ₸,63 266 ₸,16 дюйм,2560x1600 2.5K,165 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,512 ГБ
74,https://kaspi.kz/shop/p/asus-vivobook-pro-k6500zc-ma301-90nb0xk1-m00jt0-temno-sinii-107490284/?c=710000000,Ноутбук ASUS VivoBook Pro K6500ZC-MA301 90NB0XK1-M00JT0 темно-синий,568 990 ₸,35 999 ₸,15.6 дюйм,2880x1620 2.8K,60 Гц,OLED,Intel Core i5 12500H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
75,https://kaspi.kz/shop/p/lenovo-legion-5-82rb00pgrk-seryi-108358531/?c=710000000,Ноутбук Lenovo Legion 5 82RB00PGRK серый,799 990 ₸,50 613 ₸,15.6 дюйм,2560x1440 2.5K,165 Гц,IPS,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
76,https://kaspi.kz/shop/p/hp-6g804ea-pavilion-15-eg2019ci-sinii-106944639/?c=710000000,Ноутбук HP 6G804EA Pavilion 15-eg2019ci синий,449 990 ₸,28 470 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i5 1235U,Intel Iris Xe,16 ГБ,SSD,512 ГБ
77,https://kaspi.kz/shop/p/lenovo-legion-5-15ith6h-82jh00kgrk-temno-sinii-107737710/?c=710000000,Ноутбук Lenovo Legion 5 15ITH6H 82JH00KGRK темно-синий,699 990 ₸,44 286 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
78,https://kaspi.kz/shop/p/lenovo-legion-5-pro-16ach6h-82jq010drk-seryi-106919677/?c=710000000,Ноутбук Lenovo Legion 5 Pro 16ACH6H 82JQ010DRK серый,939 990 ₸,59 470 ₸,16 дюйм,2560x1600,165 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1024 ГБ
79,https://kaspi.kz/shop/p/hp-omen-16-c0033ur-65b01ea-serebristyi-106195356/?c=710000000,Ноутбук HP Omen 16-c0033ur 65B01EA серебристый,689 990 ₸,43 654 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 5 5600H,AMD Radeon RX 6600M,16 ГБ,SSD,1024 ГБ
80,https://kaspi.kz/shop/p/asus-vivoobook-s-m3502ra-ma071-90nb0wl2-m002z0-chernyi-106484307/?c=710000000,Ноутбук ASUS Vivoobook S M3502RA-MA071 90NB0WL2-M002Z0 черный,539 990 ₸,34 164 ₸,15.6 дюйм,2880x1620,120 Гц,OLED,AMD Ryzen 7 6800H,AMD Radeon Graphics,16 ГБ,SSD,1000 ГБ
81,https://kaspi.kz/shop/p/acer-nitro-5-an517-42-nh-qg4er-009-chernyi-106055641/?c=710000000,Ноутбук Acer Nitro 5 AN517-42 NH.QG4ER.009 черный,879 990 ₸,55 674 ₸,17.3 дюйм,1920x1080 Full HD,144 Гц,LCD,AMD Ryzen 7 6800H,GeForce RTX 3060,16 ГБ,SSD,1000 ГБ
82,https://kaspi.kz/shop/p/hp-victus-16-d1074ci-6x7q8ea-temno-seryi-106763636/?c=710000000,Ноутбук HP Victus 16-d1074ci 6X7Q8EA темно-серый,692 880 ₸,43 837 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5-12500H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
83,https://kaspi.kz/shop/p/hp-victus-15-fa0032ci-799a5ea-temno-seryi-107922893/?c=710000000,Ноутбук HP Victus 15-fa0032ci 799A5EA темно-серый,569 780 ₸,36 048 ₸,15.6 дюйм,1920x1080,144 Гц,VA,Intel Core i5 12500H,GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
84,https://kaspi.kz/shop/p/hp-16-d1040ci-6d8l9ea-serebristyi-106302253/?c=710000000,Ноутбук HP 16-d1040ci 6D8L9EA серебристый,763 990 ₸,48 335 ₸,16.1 дюйм,1920x1080,144 Гц,IPS, Intel Core i7 12700H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
85,https://kaspi.kz/shop/p/asus-zenbook-17-fold-ux9702aa-md007w-90nb0wx1-m00350-chernyi-108601873/?c=710000000,Ноутбук ASUS Zenbook 17 Fold UX9702AA-MD007W 90NB0WX1-M00350 черный,1 899 970 ₸,120 205 ₸,17.3 дюйм,2560x1600 2.5K,60 Гц,OLED,Intel Core i7-1250U,Iris Xe Graphics,16 ГБ,SSD,1000 ГБ
86,https://kaspi.kz/shop/p/acer-aspire-7-a715-51g-nh-qgder-007-chernyi-106874727/?c=710000000,Ноутбук Acer Aspire 7 A715-51G NH.QGDER.007 черный,699 990 ₸,44 286 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i7 1260P,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
87,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx516p-90nr05u1-m01690-seryi-105310723/?c=710000000,Ноутбук ASUS TUF Dash F15 FX516P 90NR05U1-M01690 серый,499 990 ₸,31 633 ₸,15.6 дюйм,1920х1080 (FullHD),144 Гц,IPS,Intel Core i5 11300H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
88,https://kaspi.kz/shop/p/hp-pavilion-15-eg2011ci-6g7z6ea-sinii-107128148/?c=710000000,Ноутбук HP Pavilion 15-eg2011ci 6G7Z6EA синий,569 900 ₸,36 056 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i7 1255U,Intel Iris Xe,16 ГБ,SSD,512 ГБ
89,https://kaspi.kz/shop/p/hp-victus-16-e0143ur-65b10ea-serebristyi-108062824/?c=710000000,Ноутбук HP Victus 16-e0143ur 65B10EA серебристый,729 990 ₸,46 184 ₸,16.1 дюйм,2560x1440 2.5K,165 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
90,https://kaspi.kz/shop/p/msi-gf76-katana-11ue-095xkz-chernyi-102164611/?c=710000000,Ноутбук MSI GF76 Katana 11UE-095XKZ черный,768 863 ₸,48 644 ₸,17.3 дюйм,"1920x1080, широкоформатный",144 Гц,TN,Intel Core i7 11800H,NVIDIA GeForce RTX 3060 ,16 ГБ,SSD,512 ГБ
91,https://kaspi.kz/shop/p/hp-255-g8-3v5j3ea-serebristyi-107198668/?c=710000000,Ноутбук HP 255 G8 3V5J3EA серебристый,518 166 ₸,32 783 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,AMD Ryzen 5 5500U,AMD Radeon RX Vega,16 ГБ,SSD,512 ГБ
92,https://kaspi.kz/shop/p/lenovo-legion-5-pro-16ach6h-82jq00c8rk-seryi-102063329/?c=710000000,Ноутбук Lenovo Legion 5 Pro 16ACH6H 82JQ00C8RK серый,988 640 ₸,62 548 ₸,16 дюйм,2560x1600 WQXGA,165 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1000 ГБ
93,https://kaspi.kz/shop/p/gigabyte-aorus-5-se4-9rx5mse43cj101rui00-chernyi-108242239/?c=710000000,Ноутбук GIGABYTE AORUS 5 SE4 9RX5MSE43CJ101RUI00 черный,864 685 ₸,54 706 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i7 12700H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1024 ГБ
94,https://kaspi.kz/shop/p/acer-nitro-5-an515-58-58ht-nh-qfler-006-temno-seryi-106694169/?c=710000000,Ноутбук Acer Nitro 5 AN515-58-58HT NH.QFLER.006 темно-серый,569 980 ₸,36 061 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5-12500H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
95,https://kaspi.kz/shop/p/acer-nitro-5-an515-58-nh-qfmer-006-chernyi-106055283/?c=710000000,Ноутбук Acer Nitro 5 AN515-58 NH.QFMER.006 черный,679 980 ₸,43 020 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,LCD,Intel Core i5 12500H,GeForce RTX 3060,16 ГБ,SSD,512 ГБ
96,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-90nr0723-m02580-seryi-105310758/?c=710000000,Ноутбук ASUS TUF Gaming F15 90NR0723-M02580 серый,589 990 ₸,37 327 ₸,15.6 дюйм,1920х1080 Full HD,144 Гц,IPS,Intel Core i5-11400H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
97,https://kaspi.kz/shop/p/hp-pavilion-15-eh2051ci-6m876ea-uuq-sinii-106919743/?c=710000000,Ноутбук HP Pavilion 15-eh2051ci 6M876EA#UUQ синий,497 900 ₸,31 501 ₸,15.6 дюйм,1920x1080,60 Гц,IPS,AMD Ryzen 7 5825U, AMD Radeon Graphics,16 ГБ,SSD,1024 ГБ
98,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15ach6-82k200h3rk-chernyi-102788659/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 15ACH6 82K200H3RK черный,678 999 ₸,42 958 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
99,https://kaspi.kz/shop/p/asus-m5602qa-kv103w-90nb0xw1-m00440-chernyi-107705033/?c=710000000,Ноутбук ASUS M5602QA-KV103W 90NB0XW1-M00440 черный,479 870 ₸,30 360 ₸,15.6 дюйм,2560x1600 2.5K,120 Гц,IPS,AMD Ryzen 5 5600H,AMD Radeon Graphics,16 ГБ,SSD,512 ГБ
100,https://kaspi.kz/shop/p/hp-victus-16-e0052ur-4l679ea-temno-seryi-106763705/?c=710000000,Ноутбук HP Victus 16-e0052ur 4L679EA темно-серый,509 890 ₸,32 259 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
101,https://kaspi.kz/shop/p/huawei-matebook-d16-rollef-w5651-seryi-106230126/?c=710000000,Ноутбук Huawei MateBook D16 ROLLEF-W5651 серый,549 990 ₸,34 796 ₸,16 дюйм,"1920x1200 пикс, 142 ppi",60 Гц,IPS,Intel Core i5-12500H 12-го поколения,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
102,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506hm-hn114-chernyi-102956141/?c=710000000,Ноутбук ASUS TUF Gaming F15 FX506HM-HN114 черный,799 990 ₸,50 613 ₸,15.6 дюйм,1920x1080,144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce  RTX 3060,16 ГБ,SSD,512 ГБ
103,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-82k200turk-chernyi-106876976/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 82K200TURK черный,599 990 ₸,37 960 ₸,15.6 дюйм,1920x1080,120 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
104,https://kaspi.kz/shop/p/asus-x515ja-ej2121w-90nb0sr1-m00hk0-seryi-103542084/?c=710000000,Ноутбук ASUS X515JA-EJ2121W 90NB0SR1-M00HK0 серый,599 993 ₸,37 960 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i7 1065G7,Intel Iris Plus,16 ГБ,SSD,512 ГБ
105,https://kaspi.kz/shop/p/colorful-x15-xs-22-hd55016512b-g-sa-seryi-107364825/?c=710000000,Ноутбук Colorful X15-XS 22-HD55016512B-G-SA серый,589 000 ₸,37 264 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5 12500H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
106,https://kaspi.kz/shop/p/colorful-x15-at-22-hd96016512a-b-sa-sinii-106857343/?c=710000000,Ноутбук Colorful X15 AT 22-HD96016512A-B-SA синий,786 600 ₸,49 766 ₸,15.6 дюйм,1920x1080,144 Гц,IPS,Intel Core i9 12900H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
107,https://kaspi.kz/shop/p/asus-tuf-fx507zr-hq007-90nr0ax2-m001r0-seryi-105486574/?c=710000000,Ноутбук ASUS TUF FX507ZR-HQ007 90NR0AX2-M001R0 серый,999 990 ₸,63 266 ₸,15.6 дюйм,2560x1440 QHD,165 Гц,IPS,Intel Core i7 12700H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1000 ГБ
108,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15ach6-82k2002grk-chernyi-105121139/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 15ACH6 82K2002GRK черный,839 988 ₸,53 144 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
109,https://kaspi.kz/shop/p/hp-elitebook-850-g8-336k4ea-serebristyi-105019418/?c=710000000,Ноутбук HP EliteBook 850 G8 336K4EA серебристый,1 099 990 ₸,69 593 ₸,15.6 дюйм,1920x1080,60 Гц,IPS,Intel i7 1165G7,NVIDIA GeForce MX450,16 ГБ,SSD,512 ГБ
110,https://kaspi.kz/shop/p/acer-nitro-5-an517-55-nh-qfwer-006-chernyi-106055629/?c=710000000,Ноутбук Acer Nitro 5 AN517-55 NH.QFWER.006 черный,829 980 ₸,52 510 ₸,17.3 дюйм,1920x1080 Full HD,144 Гц,LCD,Intel Core i5 12500H,GeForce RTX 3060,16 ГБ,SSD,512 ГБ
111,https://kaspi.kz/shop/p/lenovo-legion-5-15imh6-82nl000drk-chernyi-105494690/?c=710000000,Ноутбук Lenovo Legion 5 15IMH6 82NL000DRK черный,598 999 ₸,37 897 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,Intel Core i5 10500H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,256 ГБ
112,https://kaspi.kz/shop/p/hp-elitebook-860-g9-6b500av-tc1-serebristyi-106575950/?c=710000000,Ноутбук HP EliteBook 860 G9 6B500AV/TC1 серебристый,1 199 990 ₸,75 920 ₸,16 дюйм,1920x1200,60 Гц,IPS,Intel Core i7 1265U,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
113,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15ach6-82k200lsrk-chernyi-102775924/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 15ACH6 82K200LSRK черный,799 989 ₸,50 613 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
114,https://kaspi.kz/shop/p/lenovo-legion-5-pro-16arh7h-82rg00herk-belyi-108701117/?c=710000000,Ноутбук Lenovo Legion 5 Pro 16ARH7H 82RG00HERK белый,879 990 ₸,55 674 ₸,16 дюйм,2560x1600 Full HD,165 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1000 ГБ
115,https://kaspi.kz/shop/p/lenovo-legion-5-pro-16arh7h-82rg00hlrk-belyi-108701109/?c=710000000,Ноутбук Lenovo Legion 5 Pro 16ARH7H 82RG00HLRK белый,1 159 990 ₸,73 389 ₸,16 дюйм,2560x1600 2.5K,165 Гц,IPS,AMD Ryzen 9 6900HX,NVIDIA GeForce RTX 3070 Ti,16 ГБ,SSD,1000 ГБ
116,https://kaspi.kz/shop/p/lenovo-legion-5-pro-16iah7h-82rf00ssrk-belyi-108701222/?c=710000000,Ноутбук Lenovo Legion 5 Pro 16IAH7H 82RF00SSRK белый,1 029 990 ₸,65 164 ₸,16 дюйм,2560x1600 2.5K,165 Гц,IPS,Intel Core i7 12700H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1000 ГБ
117,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-i5-11400h-fx506hcb-hn161-seryi-103380107/?c=710000000,Ноутбук ASUS TUF Gaming F15 i5 11400H FX506HCB-HN161 серый,604 799 ₸,38 264 ₸,15.6 дюйм,1920x1080,144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
118,https://kaspi.kz/shop/p/lenovo-legion-5-15ith6h-82jh0012rk-seryi-104731131/?c=710000000,Ноутбук Lenovo Legion 5 15ITH6H 82JH0012RK серый,659 990 ₸,41 756 ₸,15.6 дюйм,FHD (1920x1080),120 Гц,IPS,Intel Core i5 11260H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
119,https://kaspi.kz/shop/p/lenovo-legion-5-pro-16ach6h-82jq00fbus-seryi-106382160/?c=710000000,Ноутбук Lenovo Legion 5 Pro 16ACH6H 82JQ00FBUS серый,1 119 000 ₸,70 796 ₸,16 дюйм,2560x1600,165 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1000 ГБ
120,https://kaspi.kz/shop/p/hp-16-e0069ur-4e1k1ea-sinii-108487826/?c=710000000,Ноутбук HP 16-e0069ur 4E1K1EA синий,689 990 ₸,43 654 ₸,16.1 дюйм,1920x1080 Full HD,60 Гц,IPS,AMD Ryzen 7 5800H,GeForce RTX 3060,16 ГБ,SSD,1000 ГБ
121,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506hm-90nr0754-m03780-chernyi-102960616/?c=710000000,Ноутбук ASUS TUF Gaming F15 FX506HM 90NR0754-M03780 черный,888 510 ₸,56 213 ₸,15.6 дюйм,"1920x1080, широкоформатный",60 Гц,IPS,Intel Core i5-11400H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
122,https://kaspi.kz/shop/p/lenovo-thinkbook-15p-g2-21b10016ru-sinii-105698115/?c=710000000,Ноутбук Lenovo ThinkBook 15p G2 21B10016RU синий,1 099 990 ₸,69 593 ₸,15.6 дюйм,1920x1080 Full HD,90 Гц,IPS,Intel Core i7-11800H,NVIDIA GeForce GTX 1650,16 ГБ,SSD,512 ГБ
123,https://kaspi.kz/shop/p/lenovo-legion-5-17ach6h-82jy00j1rk-sinii-106138919/?c=710000000,Ноутбук Lenovo Legion 5 17ACH6H 82JY00J1RK синий,759 990 ₸,48 082 ₸,17.3 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1024 ГБ
124,https://kaspi.kz/shop/p/lenovo-legion-5-pro-16arh7h-82rg00gtrk-seryi-108680016/?c=710000000,Ноутбук Lenovo Legion 5 Pro 16ARH7H 82RG00GTRK серый,1 158 990 ₸,73 326 ₸,16 дюйм,2560x1600 2.5K,165 Гц,IPS,AMD Ryzen 9 6900HX,NVIDIA GeForce RTX 3070 Ti,16 ГБ,SSD,1000 ГБ
125,https://kaspi.kz/shop/p/lenovo-legion-5-15ach6h-82ju005drk-sinii-103556967/?c=710000000,Ноутбук Lenovo Legion 5 15ACH6H 82JU005DRK синий,869 990 ₸,55 042 ₸,15.6 дюйм,1920x1080 Full HD,165 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1024 ГБ
126,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513rm-hq164w-90nr0845-m00880-chernyi-104163709/?c=710000000,Ноутбук ASUS ROG Strix G15 G513RM-HQ164W 90NR0845-M00880 черный,1 099 999 ₸,69 594 ₸,15.6 дюйм,2560x1440 WQHD,165 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
127,https://kaspi.kz/shop/p/hp-250-g8-3c2v0es-seryi-106262937/?c=710000000,Ноутбук HP 250 G8 3C2V0ES серый,334 900 ₸,21 188 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,VA,Intel Core i3-1005G1,Intel UHD Graphics,16 ГБ,SSD,512 ГБ
